anatomical structure,methods,Dice
Left-Hippocampus,TransMorph,0.813972
Left-Hippocampus,TransMorph,0.823817
Left-Hippocampus,TransMorph,0.803684
Left-Hippocampus,TransMorph,0.743657
Left-Hippocampus,TransMorph,0.713443
Left-Hippocampus,TransMorph,0.740543
Left-Hippocampus,TransMorph,0.816481
Left-Cerebral-White-Matter,TransMorph,0.82557
Left-Cerebral-White-Matter,TransMorph,0.824164
Left-Cerebral-White-Matter,TransMorph,0.815957
Left-Cerebral-White-Matter,TransMorph,0.822039
Left-Cerebral-White-Matter,TransMorph,0.839184
Left-Cerebral-White-Matter,TransMorph,0.822485
Left-Cerebral-White-Matter,TransMorph,0.848411
Left-Cerebral-White-Matter,TransMorph,0.829193
Left-Cerebral-White-Matter,TransMorph,0.852814
Left-Cerebral-White-Matter,TransMorph,0.844217
Left-Cerebral-White-Matter,TransMorph,0.84566
Left-Cerebral-White-Matter,TransMorph,0.8228
Left-Cerebral-White-Matter,TransMorph,0.843238
Left-Cerebral-White-Matter,TransMorph,0.842454
Left-Cerebral-White-Matter,TransMorph,0.846224
Left-Cerebral-White-Matter,TransMorph,0.835912
Left-Cerebral-White-Matter,TransMorph,0.83329
Left-Cerebral-White-Matter,TransMorph,0.828209
Left-Cerebral-White-Matter,TransMorph,0.818642
Left-Cerebral-White-Matter,TransMorph,0.844082
Left-Cerebral-White-Matter,TransMorph,0.825459
Left-Cerebral-White-Matter,TransMorph,0.832319
Left-Cerebral-White-Matter,TransMorph,0.842101
Left-Cerebral-White-Matter,TransMorph,0.819217
Left-Cerebral-White-Matter,TransMorph,0.833029
Left-Cerebral-White-Matter,TransMorph,0.814452
Left-Cerebral-White-Matter,TransMorph,0.837529
Left-Cerebral-White-Matter,TransMorph,0.850139
Left-Cerebral-White-Matter,TransMorph,0.834729
Left-Cerebral-White-Matter,TransMorph,0.829733
Left-Cerebral-White-Matter,TransMorph,0.846568
Left-Cerebral-White-Matter,TransMorph,0.832314
Left-Cerebral-White-Matter,TransMorph,0.841812
Left-Cerebral-White-Matter,TransMorph,0.822568
Left-Cerebral-White-Matter,TransMorph,0.841494
Left-Cerebral-White-Matter,TransMorph,0.844099
Left-Cerebral-White-Matter,TransMorph,0.817473
Left-Cerebral-White-Matter,TransMorph,0.84495
Left-Cerebral-White-Matter,TransMorph,0.854834
Left-Cerebral-White-Matter,TransMorph,0.839483
Left-Cerebral-White-Matter,TransMorph,0.842343
Left-Cerebral-White-Matter,TransMorph,0.815717
Left-Cerebral-White-Matter,TransMorph,0.830674
Left-Cerebral-White-Matter,TransMorph,0.847022
Left-Cerebral-White-Matter,TransMorph,0.806878
Left-Cerebral-White-Matter,TransMorph,0.799313
Left-Cerebral-White-Matter,TransMorph,0.792734
Left-Cerebral-White-Matter,TransMorph,0.805387
Left-Cerebral-White-Matter,TransMorph,0.817483
Left-Cerebral-White-Matter,TransMorph,0.834861
Left-Cerebral-White-Matter,TransMorph,0.842697
Left-Cerebral-White-Matter,TransMorph,0.83102
Left-Cerebral-White-Matter,TransMorph,0.838148
Left-Cerebral-White-Matter,TransMorph,0.848941
Left-Cerebral-White-Matter,TransMorph,0.842344
Left-Cerebral-White-Matter,TransMorph,0.836853
Left-Cerebral-White-Matter,TransMorph,0.820268
Left-Cerebral-White-Matter,TransMorph,0.844655
Left-Cerebral-White-Matter,TransMorph,0.842037
Left-Cerebral-White-Matter,TransMorph,0.844892
Left-Cerebral-White-Matter,TransMorph,0.834449
Left-Cerebral-White-Matter,TransMorph,0.840441
Left-Cerebral-White-Matter,TransMorph,0.816825
Left-Cerebral-White-Matter,TransMorph,0.792593
Left-Cerebral-White-Matter,TransMorph,0.833116
Left-Cerebral-White-Matter,TransMorph,0.836668
Left-Cerebral-White-Matter,TransMorph,0.83167
Left-Cerebral-White-Matter,TransMorph,0.819227
Left-Cerebral-White-Matter,TransMorph,0.841354
Left-Cerebral-White-Matter,TransMorph,0.820988
Left-Cerebral-White-Matter,TransMorph,0.832803
Left-Cerebral-White-Matter,TransMorph,0.798207
Left-Cerebral-White-Matter,TransMorph,0.854661
Left-Cerebral-White-Matter,TransMorph,0.838684
Left-Cerebral-White-Matter,TransMorph,0.838977
Left-Cerebral-White-Matter,TransMorph,0.826087
Left-Cerebral-White-Matter,TransMorph,0.817407
Left-Cerebral-White-Matter,TransMorph,0.83354
Left-Cerebral-White-Matter,TransMorph,0.83934
Left-Cerebral-White-Matter,TransMorph,0.833888
Left-Cerebral-White-Matter,TransMorph,0.813168
Left-Cerebral-White-Matter,TransMorph,0.83996
Left-Cerebral-White-Matter,TransMorph,0.822165
Left-Cerebral-White-Matter,TransMorph,0.851366
Left-Cerebral-White-Matter,TransMorph,0.812772
Left-Cerebral-White-Matter,TransMorph,0.829785
Left-Cerebral-White-Matter,TransMorph,0.844104
Left-Cerebral-White-Matter,TransMorph,0.835062
Left-Cerebral-White-Matter,TransMorph,0.830663
Left-Cerebral-White-Matter,TransMorph,0.82031
Left-Cerebral-White-Matter,TransMorph,0.825319
Left-Cerebral-White-Matter,TransMorph,0.844782
Left-Cerebral-White-Matter,TransMorph,0.82056
Left-Cerebral-White-Matter,TransMorph,0.800316
Left-Cerebral-White-Matter,TransMorph,0.815797
Left-Cerebral-White-Matter,TransMorph,0.832753
Left-Cerebral-White-Matter,TransMorph,0.806341
Left-Cerebral-White-Matter,TransMorph,0.856456
Left-Cerebral-White-Matter,TransMorph,0.838875
Left-Cerebral-White-Matter,TransMorph,0.793684
Left-Cerebral-White-Matter,TransMorph,0.826439
Left-Cerebral-White-Matter,TransMorph,0.811628
Left-Cerebral-White-Matter,TransMorph,0.803182
Left-Cerebral-White-Matter,TransMorph,0.838168
Left-Cerebral-White-Matter,TransMorph,0.840134
Left-Cerebral-White-Matter,TransMorph,0.839843
Left-Cerebral-White-Matter,TransMorph,0.828263
Left-Cerebral-White-Matter,TransMorph,0.816307
Left-Cerebral-White-Matter,TransMorph,0.84458
Left-Cerebral-White-Matter,TransMorph,0.841678
Left-Cerebral-White-Matter,TransMorph,0.840483
Left-Cerebral-White-Matter,TransMorph,0.827561
Left-Cerebral-White-Matter,TransMorph,0.815333
Left-Cerebral-White-Matter,TransMorph,0.831799
Left-Cerebral-White-Matter,TransMorph,0.830072
Left-Cerebral-Cortex,TransMorph,0.625978
Left-Cerebral-Cortex,TransMorph,0.701184
Left-Cerebral-Cortex,TransMorph,0.735227
Left-Cerebral-Cortex,TransMorph,0.701243
Left-Cerebral-Cortex,TransMorph,0.631605
Left-Cerebral-Cortex,TransMorph,0.674607
Left-Cerebral-Cortex,TransMorph,0.71989
Left-Cerebral-Cortex,TransMorph,0.704178
Left-Cerebral-Cortex,TransMorph,0.666778
Left-Cerebral-Cortex,TransMorph,0.69777
Left-Cerebral-Cortex,TransMorph,0.675934
Left-Cerebral-Cortex,TransMorph,0.667263
Left-Cerebral-Cortex,TransMorph,0.722702
Left-Cerebral-Cortex,TransMorph,0.700447
Left-Cerebral-Cortex,TransMorph,0.731026
Left-Cerebral-Cortex,TransMorph,0.688657
Left-Cerebral-Cortex,TransMorph,0.619425
Left-Cerebral-Cortex,TransMorph,0.660806
Left-Cerebral-Cortex,TransMorph,0.723517
Left-Cerebral-Cortex,TransMorph,0.700295
Left-Cerebral-Cortex,TransMorph,0.599272
Left-Cerebral-Cortex,TransMorph,0.706747
Left-Cerebral-Cortex,TransMorph,0.688703
Left-Cerebral-Cortex,TransMorph,0.684099
Left-Cerebral-Cortex,TransMorph,0.639204
Left-Cerebral-Cortex,TransMorph,0.70181
Left-Cerebral-Cortex,TransMorph,0.718471
Left-Cerebral-Cortex,TransMorph,0.652048
Left-Cerebral-Cortex,TransMorph,0.728709
Left-Cerebral-Cortex,TransMorph,0.704577
Left-Cerebral-Cortex,TransMorph,0.696634
Left-Cerebral-Cortex,TransMorph,0.668532
Left-Cerebral-Cortex,TransMorph,0.73648
Left-Cerebral-Cortex,TransMorph,0.706153
Left-Cerebral-Cortex,TransMorph,0.715676
Left-Cerebral-Cortex,TransMorph,0.701983
Left-Cerebral-Cortex,TransMorph,0.683689
Left-Cerebral-Cortex,TransMorph,0.697889
Left-Cerebral-Cortex,TransMorph,0.724767
Left-Cerebral-Cortex,TransMorph,0.732407
Left-Cerebral-Cortex,TransMorph,0.699451
Left-Cerebral-Cortex,TransMorph,0.680881
Left-Cerebral-Cortex,TransMorph,0.667715
Left-Cerebral-Cortex,TransMorph,0.702413
Left-Cerebral-Cortex,TransMorph,0.709405
Left-Cerebral-Cortex,TransMorph,0.71356
Left-Cerebral-Cortex,TransMorph,0.686093
Left-Cerebral-Cortex,TransMorph,0.682533
Left-Cerebral-Cortex,TransMorph,0.660538
Left-Cerebral-Cortex,TransMorph,0.747932
Left-Cerebral-Cortex,TransMorph,0.717102
Left-Cerebral-Cortex,TransMorph,0.64434
Left-Cerebral-Cortex,TransMorph,0.725269
Left-Cerebral-Cortex,TransMorph,0.647075
Left-Cerebral-Cortex,TransMorph,0.665232
Left-Cerebral-Cortex,TransMorph,0.623084
Left-Cerebral-Cortex,TransMorph,0.726736
Left-Cerebral-Cortex,TransMorph,0.719382
Left-Cerebral-Cortex,TransMorph,0.732502
Left-Cerebral-Cortex,TransMorph,0.705179
Left-Cerebral-Cortex,TransMorph,0.649691
Left-Cerebral-Cortex,TransMorph,0.662952
Left-Cerebral-Cortex,TransMorph,0.665765
Left-Cerebral-Cortex,TransMorph,0.71211
Left-Cerebral-Cortex,TransMorph,0.716925
Left-Cerebral-Cortex,TransMorph,0.725819
Left-Cerebral-Cortex,TransMorph,0.628259
Left-Cerebral-Cortex,TransMorph,0.728493
Left-Cerebral-Cortex,TransMorph,0.660958
Left-Cerebral-Cortex,TransMorph,0.702185
Left-Cerebral-Cortex,TransMorph,0.687855
Left-Cerebral-Cortex,TransMorph,0.714641
Left-Cerebral-Cortex,TransMorph,0.694849
Left-Cerebral-Cortex,TransMorph,0.67299
Left-Cerebral-Cortex,TransMorph,0.663856
Left-Cerebral-Cortex,TransMorph,0.73179
Left-Cerebral-Cortex,TransMorph,0.711216
Left-Cerebral-Cortex,TransMorph,0.728261
Left-Cerebral-Cortex,TransMorph,0.658606
Left-Cerebral-Cortex,TransMorph,0.708914
Left-Cerebral-Cortex,TransMorph,0.672557
Left-Cerebral-Cortex,TransMorph,0.739297
Left-Cerebral-Cortex,TransMorph,0.692479
Left-Cerebral-Cortex,TransMorph,0.68722
Left-Cerebral-Cortex,TransMorph,0.680921
Left-Cerebral-Cortex,TransMorph,0.693656
Left-Cerebral-Cortex,TransMorph,0.696775
Left-Cerebral-Cortex,TransMorph,0.743167
Left-Cerebral-Cortex,TransMorph,0.726671
Left-Cerebral-Cortex,TransMorph,0.707024
Left-Cerebral-Cortex,TransMorph,0.677111
Left-Cerebral-Cortex,TransMorph,0.672686
Left-Cerebral-Cortex,TransMorph,0.704055
Left-Cerebral-Cortex,TransMorph,0.711491
Left-Cerebral-Cortex,TransMorph,0.675644
Left-Cerebral-Cortex,TransMorph,0.680543
Left-Cerebral-Cortex,TransMorph,0.672944
Left-Cerebral-Cortex,TransMorph,0.726628
Left-Cerebral-Cortex,TransMorph,0.691014
Left-Cerebral-Cortex,TransMorph,0.6458
Left-Cerebral-Cortex,TransMorph,0.731349
Left-Cerebral-Cortex,TransMorph,0.703637
Left-Cerebral-Cortex,TransMorph,0.728228
Left-Cerebral-Cortex,TransMorph,0.716004
Left-Cerebral-Cortex,TransMorph,0.735654
Left-Cerebral-Cortex,TransMorph,0.674236
Left-Cerebral-Cortex,TransMorph,0.63862
Left-Cerebral-Cortex,TransMorph,0.721964
Left-Cerebral-Cortex,TransMorph,0.652033
Left-Cerebral-Cortex,TransMorph,0.6859
Left-Cerebral-Cortex,TransMorph,0.715243
Left-Cerebral-Cortex,TransMorph,0.677624
Left-Cerebral-Cortex,TransMorph,0.675195
Left-Cerebral-Cortex,TransMorph,0.69534
Left-Cerebral-Cortex,TransMorph,0.679087
Left-Cerebellum-White-Matter,TransMorph,0.78545
Left-Cerebellum-White-Matter,TransMorph,0.791772
Left-Cerebellum-White-Matter,TransMorph,0.731035
Left-Cerebellum-White-Matter,TransMorph,0.798057
Left-Cerebellum-White-Matter,TransMorph,0.82599
Left-Cerebellum-White-Matter,TransMorph,0.795131
Left-Cerebellum-White-Matter,TransMorph,0.766731
Left-Cerebellum-White-Matter,TransMorph,0.821942
Left-Cerebellum-White-Matter,TransMorph,0.719544
Left-Cerebellum-White-Matter,TransMorph,0.76843
Left-Cerebellum-White-Matter,TransMorph,0.773458
Left-Cerebellum-White-Matter,TransMorph,0.798802
Left-Cerebellum-White-Matter,TransMorph,0.749446
Left-Cerebellum-White-Matter,TransMorph,0.734398
Left-Cerebellum-White-Matter,TransMorph,0.78448
Left-Cerebellum-White-Matter,TransMorph,0.806527
Left-Cerebellum-White-Matter,TransMorph,0.815298
Left-Cerebellum-White-Matter,TransMorph,0.782528
Left-Cerebellum-White-Matter,TransMorph,0.770754
Left-Cerebellum-White-Matter,TransMorph,0.710207
Left-Cerebellum-White-Matter,TransMorph,0.797438
Left-Cerebellum-White-Matter,TransMorph,0.789579
Left-Cerebellum-White-Matter,TransMorph,0.807396
Left-Cerebellum-White-Matter,TransMorph,0.761053
Left-Cerebellum-White-Matter,TransMorph,0.794366
Left-Cerebellum-White-Matter,TransMorph,0.773821
Left-Cerebellum-White-Matter,TransMorph,0.786401
Left-Cerebellum-White-Matter,TransMorph,0.824342
Left-Cerebellum-White-Matter,TransMorph,0.832198
Left-Cerebellum-White-Matter,TransMorph,0.797887
Left-Cerebellum-White-Matter,TransMorph,0.824551
Left-Cerebellum-White-Matter,TransMorph,0.787057
Left-Cerebellum-White-Matter,TransMorph,0.781714
Left-Cerebellum-White-Matter,TransMorph,0.798613
Left-Cerebellum-White-Matter,TransMorph,0.754338
Left-Cerebellum-White-Matter,TransMorph,0.813901
Left-Cerebellum-White-Matter,TransMorph,0.829601
Left-Cerebellum-White-Matter,TransMorph,0.798689
Left-Cerebellum-White-Matter,TransMorph,0.787698
Left-Cerebellum-White-Matter,TransMorph,0.668541
Left-Cerebellum-White-Matter,TransMorph,0.74644
Left-Cerebellum-White-Matter,TransMorph,0.68983
Left-Cerebellum-White-Matter,TransMorph,0.797463
Left-Cerebellum-White-Matter,TransMorph,0.776009
Left-Cerebellum-White-Matter,TransMorph,0.779056
Left-Cerebellum-White-Matter,TransMorph,0.751933
Left-Cerebellum-White-Matter,TransMorph,0.78258
Left-Cerebellum-White-Matter,TransMorph,0.810032
Left-Cerebellum-White-Matter,TransMorph,0.746411
Left-Cerebellum-White-Matter,TransMorph,0.795443
Left-Cerebellum-White-Matter,TransMorph,0.7321
Left-Cerebellum-White-Matter,TransMorph,0.807121
Left-Cerebellum-White-Matter,TransMorph,0.80344
Left-Cerebellum-White-Matter,TransMorph,0.691699
Left-Cerebellum-White-Matter,TransMorph,0.751363
Left-Cerebellum-White-Matter,TransMorph,0.747027
Left-Cerebellum-White-Matter,TransMorph,0.75852
Left-Cerebellum-White-Matter,TransMorph,0.809418
Left-Cerebellum-White-Matter,TransMorph,0.779993
Left-Cerebellum-White-Matter,TransMorph,0.774042
Left-Cerebellum-White-Matter,TransMorph,0.734868
Left-Cerebellum-White-Matter,TransMorph,0.801439
Left-Cerebellum-White-Matter,TransMorph,0.815783
Left-Cerebellum-White-Matter,TransMorph,0.821443
Left-Cerebellum-White-Matter,TransMorph,0.769879
Left-Cerebellum-White-Matter,TransMorph,0.815406
Left-Cerebellum-White-Matter,TransMorph,0.812486
Left-Cerebellum-White-Matter,TransMorph,0.796419
Left-Cerebellum-White-Matter,TransMorph,0.776636
Left-Cerebellum-White-Matter,TransMorph,0.721393
Left-Cerebellum-White-Matter,TransMorph,0.71223
Left-Cerebellum-White-Matter,TransMorph,0.792034
Left-Cerebellum-White-Matter,TransMorph,0.78142
Left-Cerebellum-White-Matter,TransMorph,0.804836
Left-Cerebellum-White-Matter,TransMorph,0.763792
Left-Cerebellum-White-Matter,TransMorph,0.753239
Left-Cerebellum-White-Matter,TransMorph,0.790053
Left-Cerebellum-White-Matter,TransMorph,0.806245
Left-Cerebellum-White-Matter,TransMorph,0.755229
Left-Cerebellum-White-Matter,TransMorph,0.810913
Left-Cerebellum-White-Matter,TransMorph,0.795302
Left-Cerebellum-White-Matter,TransMorph,0.746434
Left-Cerebellum-White-Matter,TransMorph,0.786427
Left-Cerebellum-White-Matter,TransMorph,0.743089
Left-Cerebellum-White-Matter,TransMorph,0.787811
Left-Cerebellum-White-Matter,TransMorph,0.749815
Left-Cerebellum-White-Matter,TransMorph,0.746565
Left-Cerebellum-White-Matter,TransMorph,0.787179
Left-Cerebellum-White-Matter,TransMorph,0.794589
Left-Cerebellum-White-Matter,TransMorph,0.765647
Left-Cerebellum-White-Matter,TransMorph,0.839363
Left-Cerebellum-White-Matter,TransMorph,0.781601
Left-Cerebellum-White-Matter,TransMorph,0.763381
Left-Cerebellum-White-Matter,TransMorph,0.718327
Left-Cerebellum-White-Matter,TransMorph,0.786338
Left-Cerebellum-White-Matter,TransMorph,0.780043
Left-Cerebellum-White-Matter,TransMorph,0.765784
Left-Cerebellum-White-Matter,TransMorph,0.826474
Left-Cerebellum-White-Matter,TransMorph,0.757028
Left-Cerebellum-White-Matter,TransMorph,0.784973
Left-Cerebellum-White-Matter,TransMorph,0.786765
Left-Cerebellum-White-Matter,TransMorph,0.809554
Left-Cerebellum-White-Matter,TransMorph,0.755841
Left-Cerebellum-White-Matter,TransMorph,0.799601
Left-Cerebellum-White-Matter,TransMorph,0.798838
Left-Cerebellum-White-Matter,TransMorph,0.781949
Left-Cerebellum-White-Matter,TransMorph,0.814397
Left-Cerebellum-White-Matter,TransMorph,0.802771
Left-Cerebellum-White-Matter,TransMorph,0.810173
Left-Cerebellum-White-Matter,TransMorph,0.789713
Left-Cerebellum-White-Matter,TransMorph,0.814116
Left-Cerebellum-White-Matter,TransMorph,0.750161
Left-Cerebellum-White-Matter,TransMorph,0.80205
Left-Cerebellum-White-Matter,TransMorph,0.795193
Left-Cerebellum-White-Matter,TransMorph,0.719257
Left-Cerebellum-Cortex,TransMorph,0.803427
Left-Cerebellum-Cortex,TransMorph,0.777532
Left-Cerebellum-Cortex,TransMorph,0.803383
Left-Cerebellum-Cortex,TransMorph,0.833916
Left-Cerebellum-Cortex,TransMorph,0.817035
Left-Cerebellum-Cortex,TransMorph,0.835394
Left-Cerebellum-Cortex,TransMorph,0.809602
Left-Cerebellum-Cortex,TransMorph,0.804997
Left-Cerebellum-Cortex,TransMorph,0.806003
Left-Cerebellum-Cortex,TransMorph,0.817306
Left-Cerebellum-Cortex,TransMorph,0.833964
Left-Cerebellum-Cortex,TransMorph,0.831638
Left-Cerebellum-Cortex,TransMorph,0.810302
Left-Cerebellum-Cortex,TransMorph,0.841102
Left-Cerebellum-Cortex,TransMorph,0.814424
Left-Cerebellum-Cortex,TransMorph,0.819666
Left-Cerebellum-Cortex,TransMorph,0.815493
Left-Cerebellum-Cortex,TransMorph,0.858146
Left-Cerebellum-Cortex,TransMorph,0.813137
Left-Cerebellum-Cortex,TransMorph,0.824627
Left-Cerebellum-Cortex,TransMorph,0.851912
Left-Cerebellum-Cortex,TransMorph,0.803855
Left-Cerebellum-Cortex,TransMorph,0.859559
Left-Cerebellum-Cortex,TransMorph,0.837146
Left-Cerebellum-Cortex,TransMorph,0.786741
Left-Cerebellum-Cortex,TransMorph,0.799958
Left-Cerebellum-Cortex,TransMorph,0.741314
Left-Cerebellum-Cortex,TransMorph,0.845517
Left-Cerebellum-Cortex,TransMorph,0.784667
Left-Cerebellum-Cortex,TransMorph,0.801268
Left-Cerebellum-Cortex,TransMorph,0.760824
Left-Cerebellum-Cortex,TransMorph,0.806398
Left-Cerebellum-Cortex,TransMorph,0.837243
Left-Cerebellum-Cortex,TransMorph,0.815353
Left-Cerebellum-Cortex,TransMorph,0.830681
Left-Cerebellum-Cortex,TransMorph,0.669108
Left-Cerebellum-Cortex,TransMorph,0.809919
Left-Cerebellum-Cortex,TransMorph,0.819785
Left-Cerebellum-Cortex,TransMorph,0.841612
Left-Cerebellum-Cortex,TransMorph,0.824586
Left-Cerebellum-Cortex,TransMorph,0.776397
Left-Cerebellum-Cortex,TransMorph,0.752515
Left-Cerebellum-Cortex,TransMorph,0.723449
Left-Cerebellum-Cortex,TransMorph,0.842786
Left-Cerebellum-Cortex,TransMorph,0.751349
Left-Cerebellum-Cortex,TransMorph,0.78485
Left-Cerebellum-Cortex,TransMorph,0.767546
Left-Cerebellum-Cortex,TransMorph,0.764729
Left-Cerebellum-Cortex,TransMorph,0.816691
Left-Cerebellum-Cortex,TransMorph,0.795474
Left-Cerebellum-Cortex,TransMorph,0.815147
Left-Cerebellum-Cortex,TransMorph,0.828243
Left-Cerebellum-Cortex,TransMorph,0.709977
Left-Cerebellum-Cortex,TransMorph,0.817856
Left-Cerebellum-Cortex,TransMorph,0.801339
Left-Cerebellum-Cortex,TransMorph,0.832951
Left-Cerebellum-Cortex,TransMorph,0.808423
Left-Cerebellum-Cortex,TransMorph,0.78299
Left-Cerebellum-Cortex,TransMorph,0.804017
Left-Cerebellum-Cortex,TransMorph,0.725155
Left-Cerebellum-Cortex,TransMorph,0.797547
Left-Cerebellum-Cortex,TransMorph,0.8062
Left-Cerebellum-Cortex,TransMorph,0.773575
Left-Cerebellum-Cortex,TransMorph,0.831255
Left-Cerebellum-Cortex,TransMorph,0.70785
Left-Cerebellum-Cortex,TransMorph,0.845566
Left-Cerebellum-Cortex,TransMorph,0.813826
Left-Cerebellum-Cortex,TransMorph,0.828099
Left-Cerebellum-Cortex,TransMorph,0.815273
Left-Cerebellum-Cortex,TransMorph,0.802615
Left-Cerebellum-Cortex,TransMorph,0.810127
Left-Cerebellum-Cortex,TransMorph,0.816709
Left-Cerebellum-Cortex,TransMorph,0.753669
Left-Cerebellum-Cortex,TransMorph,0.745467
Left-Cerebellum-Cortex,TransMorph,0.833749
Left-Cerebellum-Cortex,TransMorph,0.826687
Left-Cerebellum-Cortex,TransMorph,0.697109
Left-Cerebellum-Cortex,TransMorph,0.779929
Left-Cerebellum-Cortex,TransMorph,0.773348
Left-Cerebellum-Cortex,TransMorph,0.707192
Left-Cerebellum-Cortex,TransMorph,0.803346
Left-Cerebellum-Cortex,TransMorph,0.777023
Left-Cerebellum-Cortex,TransMorph,0.664307
Left-Cerebellum-Cortex,TransMorph,0.775384
Left-Cerebellum-Cortex,TransMorph,0.832402
Left-Cerebellum-Cortex,TransMorph,0.816455
Left-Cerebellum-Cortex,TransMorph,0.771509
Left-Cerebellum-Cortex,TransMorph,0.84274
Left-Cerebellum-Cortex,TransMorph,0.761816
Left-Cerebellum-Cortex,TransMorph,0.836078
Left-Cerebellum-Cortex,TransMorph,0.826382
Left-Cerebellum-Cortex,TransMorph,0.846396
Left-Cerebellum-Cortex,TransMorph,0.776799
Left-Cerebellum-Cortex,TransMorph,0.810889
Left-Cerebellum-Cortex,TransMorph,0.801642
Left-Cerebellum-Cortex,TransMorph,0.726689
Left-Cerebellum-Cortex,TransMorph,0.795835
Left-Cerebellum-Cortex,TransMorph,0.809192
Left-Cerebellum-Cortex,TransMorph,0.730079
Left-Cerebellum-Cortex,TransMorph,0.843613
Left-Cerebellum-Cortex,TransMorph,0.725893
Left-Cerebellum-Cortex,TransMorph,0.807705
Left-Cerebellum-Cortex,TransMorph,0.78304
Left-Cerebellum-Cortex,TransMorph,0.813608
Left-Cerebellum-Cortex,TransMorph,0.837237
Left-Cerebellum-Cortex,TransMorph,0.757011
Left-Cerebellum-Cortex,TransMorph,0.825212
Left-Cerebellum-Cortex,TransMorph,0.819746
Left-Cerebellum-Cortex,TransMorph,0.816419
Left-Cerebellum-Cortex,TransMorph,0.829507
Left-Cerebellum-Cortex,TransMorph,0.831736
Left-Cerebellum-Cortex,TransMorph,0.767041
Left-Cerebellum-Cortex,TransMorph,0.806069
Left-Cerebellum-Cortex,TransMorph,0.797476
Left-Cerebellum-Cortex,TransMorph,0.84086
Left-Caudate,TransMorph,0.822663
Left-Caudate,TransMorph,0.794423
Left-Caudate,TransMorph,0.692837
Left-Caudate,TransMorph,0.802066
Left-Caudate,TransMorph,0.828422
Left-Caudate,TransMorph,0.673303
Left-Caudate,TransMorph,0.65084
Left-Caudate,TransMorph,0.824266
Left-Caudate,TransMorph,0.774499
Left-Caudate,TransMorph,0.721081
Left-Caudate,TransMorph,0.746272
Left-Caudate,TransMorph,0.779254
Left-Caudate,TransMorph,0.841649
Left-Caudate,TransMorph,0.722033
Left-Caudate,TransMorph,0.788423
Left-Caudate,TransMorph,0.831582
Left-Caudate,TransMorph,0.828139
Left-Caudate,TransMorph,0.818842
Left-Caudate,TransMorph,0.831489
Left-Caudate,TransMorph,0.859884
Left-Caudate,TransMorph,0.612274
Left-Caudate,TransMorph,0.773556
Left-Caudate,TransMorph,0.818679
Left-Caudate,TransMorph,0.817035
Left-Caudate,TransMorph,0.777366
Left-Caudate,TransMorph,0.809737
Left-Caudate,TransMorph,0.783633
Left-Caudate,TransMorph,0.823899
Left-Caudate,TransMorph,0.836032
Left-Caudate,TransMorph,0.83953
Left-Caudate,TransMorph,0.753407
Left-Caudate,TransMorph,0.790491
Left-Caudate,TransMorph,0.653131
Left-Caudate,TransMorph,0.827213
Left-Caudate,TransMorph,0.798995
Left-Caudate,TransMorph,0.796341
Left-Caudate,TransMorph,0.781444
Left-Caudate,TransMorph,0.839236
Left-Caudate,TransMorph,0.786546
Left-Caudate,TransMorph,0.867991
Left-Caudate,TransMorph,0.814434
Left-Caudate,TransMorph,0.787797
Left-Caudate,TransMorph,0.752291
Left-Caudate,TransMorph,0.783377
Left-Caudate,TransMorph,0.673518
Left-Caudate,TransMorph,0.789832
Left-Caudate,TransMorph,0.788327
Left-Caudate,TransMorph,0.761905
Left-Caudate,TransMorph,0.783342
Left-Caudate,TransMorph,0.793757
Left-Caudate,TransMorph,0.750628
Left-Caudate,TransMorph,0.839763
Left-Caudate,TransMorph,0.800874
Left-Caudate,TransMorph,0.828563
Left-Caudate,TransMorph,0.813959
Left-Caudate,TransMorph,0.660851
Left-Caudate,TransMorph,0.772721
Left-Caudate,TransMorph,0.838931
Left-Caudate,TransMorph,0.814126
Left-Caudate,TransMorph,0.801753
Left-Caudate,TransMorph,0.835191
Left-Caudate,TransMorph,0.835425
Left-Caudate,TransMorph,0.734538
Left-Caudate,TransMorph,0.783142
Left-Caudate,TransMorph,0.84042
Left-Caudate,TransMorph,0.805243
Left-Caudate,TransMorph,0.808588
Left-Caudate,TransMorph,0.752984
Left-Caudate,TransMorph,0.800854
Left-Caudate,TransMorph,0.789506
Left-Caudate,TransMorph,0.829835
Left-Caudate,TransMorph,0.543552
Left-Caudate,TransMorph,0.781211
Left-Caudate,TransMorph,0.839141
Left-Caudate,TransMorph,0.754581
Left-Caudate,TransMorph,0.775955
Left-Caudate,TransMorph,0.805905
Left-Caudate,TransMorph,0.756409
Left-Caudate,TransMorph,0.772604
Left-Caudate,TransMorph,0.843907
Left-Caudate,TransMorph,0.837468
Left-Caudate,TransMorph,0.832826
Left-Caudate,TransMorph,0.770851
Left-Caudate,TransMorph,0.827845
Left-Caudate,TransMorph,0.829361
Left-Caudate,TransMorph,0.640281
Left-Caudate,TransMorph,0.67912
Left-Caudate,TransMorph,0.824089
Left-Caudate,TransMorph,0.843516
Left-Caudate,TransMorph,0.794244
Left-Caudate,TransMorph,0.828453
Left-Caudate,TransMorph,0.825513
Left-Caudate,TransMorph,0.801548
Left-Caudate,TransMorph,0.83152
Left-Caudate,TransMorph,0.83839
Left-Caudate,TransMorph,0.838969
Left-Caudate,TransMorph,0.837028
Left-Caudate,TransMorph,0.765348
