anatomical structure,methods,Dice
Right-Putamen,VoxelMorph,0.746623
Right-Putamen,VoxelMorph,0.625015
Right-Putamen,VoxelMorph,0.663886
Right-Putamen,VoxelMorph,0.656258
Right-Putamen,VoxelMorph,0.773734
Right-Putamen,VoxelMorph,0.687352
Right-Putamen,VoxelMorph,0.643752
Right-Putamen,VoxelMorph,0.714805
Right-Putamen,VoxelMorph,0.70562
Right-Putamen,VoxelMorph,0.677978
Right-Putamen,VoxelMorph,0.60856
Right-Putamen,VoxelMorph,0.720957
Right-Putamen,VoxelMorph,0.741874
Right-Putamen,VoxelMorph,0.730724
Right-Putamen,VoxelMorph,0.705849
Right-Putamen,VoxelMorph,0.590278
Right-Putamen,VoxelMorph,0.605675
Right-Putamen,VoxelMorph,0.675082
Right-Putamen,VoxelMorph,0.766015
Right-Putamen,VoxelMorph,0.747499
Right-Putamen,VoxelMorph,0.645006
Right-Putamen,VoxelMorph,0.645264
Right-Putamen,VoxelMorph,0.750614
Right-Putamen,VoxelMorph,0.748163
Right-Putamen,VoxelMorph,0.771023
Right-Putamen,VoxelMorph,0.691345
Right-Putamen,VoxelMorph,0.626155
Right-Putamen,VoxelMorph,0.767471
Right-Putamen,VoxelMorph,0.632973
Right-Putamen,VoxelMorph,0.74057
Right-Putamen,VoxelMorph,0.654348
Right-Putamen,VoxelMorph,0.752423
Right-Putamen,VoxelMorph,0.741954
Right-Putamen,VoxelMorph,0.606322
Right-Putamen,VoxelMorph,0.702463
Right-Putamen,VoxelMorph,0.656058
Right-Putamen,VoxelMorph,0.618054
Right-Putamen,VoxelMorph,0.684028
Right-Putamen,VoxelMorph,0.654242
Right-Putamen,VoxelMorph,0.632209
Right-Putamen,VoxelMorph,0.715426
Right-Putamen,VoxelMorph,0.684907
Right-Putamen,VoxelMorph,0.68071
Right-Pallidum,VoxelMorph,0.719685
Right-Pallidum,VoxelMorph,0.749234
Right-Pallidum,VoxelMorph,0.664348
Right-Pallidum,VoxelMorph,0.704089
Right-Pallidum,VoxelMorph,0.784383
Right-Pallidum,VoxelMorph,0.530724
Right-Pallidum,VoxelMorph,0.696108
Right-Pallidum,VoxelMorph,0.722652
Right-Pallidum,VoxelMorph,0.747343
Right-Pallidum,VoxelMorph,0.746826
Right-Pallidum,VoxelMorph,0.725401
Right-Pallidum,VoxelMorph,0.772794
Right-Pallidum,VoxelMorph,0.746988
Right-Pallidum,VoxelMorph,0.692722
Right-Pallidum,VoxelMorph,0.787774
Right-Pallidum,VoxelMorph,0.707178
Right-Pallidum,VoxelMorph,0.797141
Right-Pallidum,VoxelMorph,0.749945
Right-Pallidum,VoxelMorph,0.746654
Right-Pallidum,VoxelMorph,0.744483
Right-Pallidum,VoxelMorph,0.698925
Right-Pallidum,VoxelMorph,0.805533
Right-Pallidum,VoxelMorph,0.741192
Right-Pallidum,VoxelMorph,0.735123
Right-Pallidum,VoxelMorph,0.761561
Right-Pallidum,VoxelMorph,0.799904
Right-Pallidum,VoxelMorph,0.757464
Right-Pallidum,VoxelMorph,0.701149
Right-Pallidum,VoxelMorph,0.769231
Right-Pallidum,VoxelMorph,0.655491
Right-Pallidum,VoxelMorph,0.732678
Right-Pallidum,VoxelMorph,0.754186
Right-Pallidum,VoxelMorph,0.746485
Right-Pallidum,VoxelMorph,0.617178
Right-Pallidum,VoxelMorph,0.728118
Right-Pallidum,VoxelMorph,0.722876
Right-Pallidum,VoxelMorph,0.754246
Right-Pallidum,VoxelMorph,0.763762
Right-Pallidum,VoxelMorph,0.706883
Right-Pallidum,VoxelMorph,0.698495
Right-Pallidum,VoxelMorph,0.763781
Right-Pallidum,VoxelMorph,0.699648
Right-Pallidum,VoxelMorph,0.72808
Right-Pallidum,VoxelMorph,0.725445
Right-Pallidum,VoxelMorph,0.768978
Right-Pallidum,VoxelMorph,0.771188
Right-Pallidum,VoxelMorph,0.706283
Right-Pallidum,VoxelMorph,0.790505
Right-Pallidum,VoxelMorph,0.689926
Right-Pallidum,VoxelMorph,0.787619
Right-Pallidum,VoxelMorph,0.50194
Right-Pallidum,VoxelMorph,0.726872
Right-Pallidum,VoxelMorph,0.736642
Right-Pallidum,VoxelMorph,0.685111
Right-Pallidum,VoxelMorph,0.756779
Right-Pallidum,VoxelMorph,0.755474
Right-Pallidum,VoxelMorph,0.773585
Right-Pallidum,VoxelMorph,0.777027
Right-Pallidum,VoxelMorph,0.724296
Right-Pallidum,VoxelMorph,0.648263
Right-Pallidum,VoxelMorph,0.770734
Right-Pallidum,VoxelMorph,0.651667
Right-Pallidum,VoxelMorph,0.781934
Right-Pallidum,VoxelMorph,0.728694
Right-Pallidum,VoxelMorph,0.754694
Right-Pallidum,VoxelMorph,0.736209
Right-Pallidum,VoxelMorph,0.72218
Right-Pallidum,VoxelMorph,0.659272
Right-Pallidum,VoxelMorph,0.776884
Right-Pallidum,VoxelMorph,0.742138
Right-Pallidum,VoxelMorph,0.752208
Right-Pallidum,VoxelMorph,0.746335
Right-Pallidum,VoxelMorph,0.67542
Right-Pallidum,VoxelMorph,0.765841
Right-Pallidum,VoxelMorph,0.726796
Right-Pallidum,VoxelMorph,0.769918
Right-Pallidum,VoxelMorph,0.785617
Right-Pallidum,VoxelMorph,0.745014
Right-Pallidum,VoxelMorph,0.764551
Right-Pallidum,VoxelMorph,0.798289
Right-Pallidum,VoxelMorph,0.778255
Right-Pallidum,VoxelMorph,0.774414
Right-Pallidum,VoxelMorph,0.756816
Right-Pallidum,VoxelMorph,0.743863
Right-Pallidum,VoxelMorph,0.749499
Right-Pallidum,VoxelMorph,0.757599
Right-Pallidum,VoxelMorph,0.735455
Right-Pallidum,VoxelMorph,0.774814
Right-Pallidum,VoxelMorph,0.701017
Right-Pallidum,VoxelMorph,0.716262
Right-Pallidum,VoxelMorph,0.567964
Right-Pallidum,VoxelMorph,0.753894
Right-Pallidum,VoxelMorph,0.710453
Right-Pallidum,VoxelMorph,0.758605
Right-Pallidum,VoxelMorph,0.714838
Right-Pallidum,VoxelMorph,0.720789
Right-Pallidum,VoxelMorph,0.737973
Right-Pallidum,VoxelMorph,0.768397
Right-Pallidum,VoxelMorph,0.711781
Right-Pallidum,VoxelMorph,0.701908
Right-Pallidum,VoxelMorph,0.699145
Right-Pallidum,VoxelMorph,0.654471
Right-Pallidum,VoxelMorph,0.794975
Right-Pallidum,VoxelMorph,0.722689
Right-Pallidum,VoxelMorph,0.780658
Right-Pallidum,VoxelMorph,0.783488
Right-Pallidum,VoxelMorph,0.75762
Right-Pallidum,VoxelMorph,0.75838
Right-Pallidum,VoxelMorph,0.766653
Right-Pallidum,VoxelMorph,0.762165
Right-Pallidum,VoxelMorph,0.758359
Right-Pallidum,VoxelMorph,0.785545
Right-Pallidum,VoxelMorph,0.694632
Right-Pallidum,VoxelMorph,0.681062
Right-Pallidum,VoxelMorph,0.703067
Right-Lateral-Ventricle,VoxelMorph,0.86409
Right-Lateral-Ventricle,VoxelMorph,0.687911
Right-Lateral-Ventricle,VoxelMorph,0.868865
Right-Lateral-Ventricle,VoxelMorph,0.761969
Right-Lateral-Ventricle,VoxelMorph,0.834382
Right-Lateral-Ventricle,VoxelMorph,0.866881
Right-Lateral-Ventricle,VoxelMorph,0.877571
Right-Lateral-Ventricle,VoxelMorph,0.8685
Right-Lateral-Ventricle,VoxelMorph,0.760806
Right-Lateral-Ventricle,VoxelMorph,0.748362
Right-Lateral-Ventricle,VoxelMorph,0.82589
Right-Lateral-Ventricle,VoxelMorph,0.889624
Right-Lateral-Ventricle,VoxelMorph,0.7293
Right-Lateral-Ventricle,VoxelMorph,0.858435
Right-Lateral-Ventricle,VoxelMorph,0.873892
Right-Lateral-Ventricle,VoxelMorph,0.838507
Right-Lateral-Ventricle,VoxelMorph,0.839717
Right-Lateral-Ventricle,VoxelMorph,0.867314
Right-Lateral-Ventricle,VoxelMorph,0.834067
Right-Lateral-Ventricle,VoxelMorph,0.773981
Right-Lateral-Ventricle,VoxelMorph,0.851394
Right-Lateral-Ventricle,VoxelMorph,0.853661
Right-Lateral-Ventricle,VoxelMorph,0.870219
Right-Lateral-Ventricle,VoxelMorph,0.73074
Right-Lateral-Ventricle,VoxelMorph,0.70218
Right-Lateral-Ventricle,VoxelMorph,0.77687
Right-Lateral-Ventricle,VoxelMorph,0.888324
Right-Lateral-Ventricle,VoxelMorph,0.71741
Right-Lateral-Ventricle,VoxelMorph,0.840672
Right-Lateral-Ventricle,VoxelMorph,0.877587
Right-Lateral-Ventricle,VoxelMorph,0.845257
Right-Lateral-Ventricle,VoxelMorph,0.705392
Right-Lateral-Ventricle,VoxelMorph,0.677455
Right-Lateral-Ventricle,VoxelMorph,0.863776
Right-Lateral-Ventricle,VoxelMorph,0.872487
Right-Lateral-Ventricle,VoxelMorph,0.828569
Right-Lateral-Ventricle,VoxelMorph,0.868259
Right-Lateral-Ventricle,VoxelMorph,0.874003
Right-Lateral-Ventricle,VoxelMorph,0.618697
Right-Lateral-Ventricle,VoxelMorph,0.748726
Right-Lateral-Ventricle,VoxelMorph,0.858498
Right-Lateral-Ventricle,VoxelMorph,0.87349
Right-Lateral-Ventricle,VoxelMorph,0.865692
Right-Lateral-Ventricle,VoxelMorph,0.857712
Right-Lateral-Ventricle,VoxelMorph,0.819577
Right-Lateral-Ventricle,VoxelMorph,0.85764
Right-Lateral-Ventricle,VoxelMorph,0.817886
Right-Lateral-Ventricle,VoxelMorph,0.826688
Right-Lateral-Ventricle,VoxelMorph,0.883455
Right-Lateral-Ventricle,VoxelMorph,0.814803
Right-Lateral-Ventricle,VoxelMorph,0.871232
Right-Lateral-Ventricle,VoxelMorph,0.809454
Right-Lateral-Ventricle,VoxelMorph,0.894843
Right-Lateral-Ventricle,VoxelMorph,0.890165
Right-Lateral-Ventricle,VoxelMorph,0.80531
Right-Lateral-Ventricle,VoxelMorph,0.82796
Right-Lateral-Ventricle,VoxelMorph,0.861273
Right-Lateral-Ventricle,VoxelMorph,0.815238
Right-Lateral-Ventricle,VoxelMorph,0.899818
Right-Lateral-Ventricle,VoxelMorph,0.883264
Right-Lateral-Ventricle,VoxelMorph,0.793238
Right-Lateral-Ventricle,VoxelMorph,0.761213
Right-Lateral-Ventricle,VoxelMorph,0.878103
Right-Lateral-Ventricle,VoxelMorph,0.753181
Right-Lateral-Ventricle,VoxelMorph,0.738261
Right-Lateral-Ventricle,VoxelMorph,0.7186
Right-Lateral-Ventricle,VoxelMorph,0.877648
Right-Lateral-Ventricle,VoxelMorph,0.80765
Right-Lateral-Ventricle,VoxelMorph,0.808474
Right-Lateral-Ventricle,VoxelMorph,0.731117
Right-Lateral-Ventricle,VoxelMorph,0.862754
Right-Lateral-Ventricle,VoxelMorph,0.859637
Right-Lateral-Ventricle,VoxelMorph,0.78562
Right-Lateral-Ventricle,VoxelMorph,0.794357
Right-Lateral-Ventricle,VoxelMorph,0.84993
Right-Lateral-Ventricle,VoxelMorph,0.650913
Right-Lateral-Ventricle,VoxelMorph,0.75896
Right-Lateral-Ventricle,VoxelMorph,0.811247
Right-Lateral-Ventricle,VoxelMorph,0.824153
Right-Lateral-Ventricle,VoxelMorph,0.823509
Right-Lateral-Ventricle,VoxelMorph,0.740938
Right-Lateral-Ventricle,VoxelMorph,0.847569
Right-Lateral-Ventricle,VoxelMorph,0.84161
Right-Lateral-Ventricle,VoxelMorph,0.693304
Right-Lateral-Ventricle,VoxelMorph,0.842635
Right-Lateral-Ventricle,VoxelMorph,0.807127
Right-Lateral-Ventricle,VoxelMorph,0.838958
Right-Lateral-Ventricle,VoxelMorph,0.893661
Right-Lateral-Ventricle,VoxelMorph,0.83275
Right-Lateral-Ventricle,VoxelMorph,0.80795
Right-Lateral-Ventricle,VoxelMorph,0.725026
Right-Lateral-Ventricle,VoxelMorph,0.7479
Right-Lateral-Ventricle,VoxelMorph,0.831598
Right-Lateral-Ventricle,VoxelMorph,0.842275
Right-Lateral-Ventricle,VoxelMorph,0.890016
Right-Lateral-Ventricle,VoxelMorph,0.765814
Right-Lateral-Ventricle,VoxelMorph,0.853257
Right-Lateral-Ventricle,VoxelMorph,0.827057
Right-Lateral-Ventricle,VoxelMorph,0.807372
Right-Lateral-Ventricle,VoxelMorph,0.817766
Right-Lateral-Ventricle,VoxelMorph,0.860671
Right-Lateral-Ventricle,VoxelMorph,0.821818
Right-Lateral-Ventricle,VoxelMorph,0.878448
Right-Lateral-Ventricle,VoxelMorph,0.745579
Right-Lateral-Ventricle,VoxelMorph,0.800199
Right-Lateral-Ventricle,VoxelMorph,0.869499
Right-Lateral-Ventricle,VoxelMorph,0.829316
Right-Lateral-Ventricle,VoxelMorph,0.900709
Right-Lateral-Ventricle,VoxelMorph,0.851083
Right-Lateral-Ventricle,VoxelMorph,0.662113
Right-Lateral-Ventricle,VoxelMorph,0.88912
Right-Lateral-Ventricle,VoxelMorph,0.849759
Right-Lateral-Ventricle,VoxelMorph,0.670672
Right-Lateral-Ventricle,VoxelMorph,0.762032
Right-Lateral-Ventricle,VoxelMorph,0.748867
Right-Hippocampus,VoxelMorph,0.709367
Right-Hippocampus,VoxelMorph,0.760057
Right-Hippocampus,VoxelMorph,0.787554
Right-Hippocampus,VoxelMorph,0.79988
Right-Hippocampus,VoxelMorph,0.769877
Right-Hippocampus,VoxelMorph,0.706501
Right-Hippocampus,VoxelMorph,0.751912
Right-Hippocampus,VoxelMorph,0.779376
Right-Hippocampus,VoxelMorph,0.79008
Right-Hippocampus,VoxelMorph,0.762557
Right-Hippocampus,VoxelMorph,0.786761
Right-Hippocampus,VoxelMorph,0.813483
Right-Hippocampus,VoxelMorph,0.789464
Right-Hippocampus,VoxelMorph,0.708777
Right-Hippocampus,VoxelMorph,0.738768
Right-Hippocampus,VoxelMorph,0.787358
Right-Hippocampus,VoxelMorph,0.788521
Right-Hippocampus,VoxelMorph,0.778826
Right-Hippocampus,VoxelMorph,0.783877
Right-Hippocampus,VoxelMorph,0.798981
Right-Hippocampus,VoxelMorph,0.814499
Right-Hippocampus,VoxelMorph,0.709314
Right-Hippocampus,VoxelMorph,0.812955
Right-Hippocampus,VoxelMorph,0.789459
Right-Hippocampus,VoxelMorph,0.773414
Right-Hippocampus,VoxelMorph,0.809142
Right-Hippocampus,VoxelMorph,0.794777
Right-Hippocampus,VoxelMorph,0.723958
Right-Hippocampus,VoxelMorph,0.71118
Right-Hippocampus,VoxelMorph,0.749531
Right-Hippocampus,VoxelMorph,0.609069
Right-Hippocampus,VoxelMorph,0.705918
Right-Hippocampus,VoxelMorph,0.799961
Right-Hippocampus,VoxelMorph,0.818155
Right-Hippocampus,VoxelMorph,0.713805
Right-Hippocampus,VoxelMorph,0.779306
Right-Hippocampus,VoxelMorph,0.781366
Right-Hippocampus,VoxelMorph,0.793872
Right-Hippocampus,VoxelMorph,0.765437
Right-Hippocampus,VoxelMorph,0.808693
Right-Hippocampus,VoxelMorph,0.785303
Right-Hippocampus,VoxelMorph,0.742229
Right-Hippocampus,VoxelMorph,0.809494
Right-Hippocampus,VoxelMorph,0.817308
Right-Hippocampus,VoxelMorph,0.670773
Right-Hippocampus,VoxelMorph,0.805335
Right-Hippocampus,VoxelMorph,0.766682
Right-Hippocampus,VoxelMorph,0.793996
Right-Hippocampus,VoxelMorph,0.781602
Right-Hippocampus,VoxelMorph,0.800073
Right-Hippocampus,VoxelMorph,0.743832
Right-Hippocampus,VoxelMorph,0.716793
Right-Hippocampus,VoxelMorph,0.76619
Right-Hippocampus,VoxelMorph,0.790541
Right-Hippocampus,VoxelMorph,0.795612
Right-Hippocampus,VoxelMorph,0.80164
Right-Hippocampus,VoxelMorph,0.770235
Right-Hippocampus,VoxelMorph,0.76236
Right-Hippocampus,VoxelMorph,0.805234
Right-Hippocampus,VoxelMorph,0.759602
Right-Hippocampus,VoxelMorph,0.801793
Right-Hippocampus,VoxelMorph,0.814187
Right-Hippocampus,VoxelMorph,0.743213
Right-Hippocampus,VoxelMorph,0.71454
Right-Hippocampus,VoxelMorph,0.768987
Right-Hippocampus,VoxelMorph,0.792614
Right-Hippocampus,VoxelMorph,0.767251
Right-Hippocampus,VoxelMorph,0.795463
Right-Hippocampus,VoxelMorph,0.77123
Right-Hippocampus,VoxelMorph,0.768876
Right-Hippocampus,VoxelMorph,0.813256
Right-Hippocampus,VoxelMorph,0.795577
Right-Hippocampus,VoxelMorph,0.729197
Right-Hippocampus,VoxelMorph,0.811572
Right-Hippocampus,VoxelMorph,0.804332
Right-Hippocampus,VoxelMorph,0.749438
Right-Hippocampus,VoxelMorph,0.779887
Right-Hippocampus,VoxelMorph,0.761383
Right-Hippocampus,VoxelMorph,0.721698
Right-Hippocampus,VoxelMorph,0.783036
Right-Hippocampus,VoxelMorph,0.73562
Right-Hippocampus,VoxelMorph,0.690372
Right-Hippocampus,VoxelMorph,0.771924
Right-Hippocampus,VoxelMorph,0.800998
Right-Hippocampus,VoxelMorph,0.806989
Right-Hippocampus,VoxelMorph,0.776419
Right-Hippocampus,VoxelMorph,0.747778
Right-Hippocampus,VoxelMorph,0.770763
Right-Hippocampus,VoxelMorph,0.76531
Right-Hippocampus,VoxelMorph,0.773848
Right-Hippocampus,VoxelMorph,0.779773
Right-Hippocampus,VoxelMorph,0.75565
Right-Hippocampus,VoxelMorph,0.780583
Right-Hippocampus,VoxelMorph,0.743842
Right-Hippocampus,VoxelMorph,0.823398
Right-Hippocampus,VoxelMorph,0.749371
Right-Hippocampus,VoxelMorph,0.773628
Right-Hippocampus,VoxelMorph,0.819326
Right-Hippocampus,VoxelMorph,0.805889
Right-Hippocampus,VoxelMorph,0.780343
Right-Hippocampus,VoxelMorph,0.798307
Right-Hippocampus,VoxelMorph,0.797948
Right-Hippocampus,VoxelMorph,0.725662
Right-Hippocampus,VoxelMorph,0.689249
Right-Hippocampus,VoxelMorph,0.749795
Right-Hippocampus,VoxelMorph,0.747789
Right-Hippocampus,VoxelMorph,0.792439
Right-Hippocampus,VoxelMorph,0.784339
Right-Hippocampus,VoxelMorph,0.761461
Right-Hippocampus,VoxelMorph,0.744615
Right-Hippocampus,VoxelMorph,0.82581
Right-Hippocampus,VoxelMorph,0.79374
Right-Hippocampus,VoxelMorph,0.726227
Right-Hippocampus,VoxelMorph,0.825121
Right-Hippocampus,VoxelMorph,0.720644
Right-Cerebral-White-Matter,VoxelMorph,0.800157
Right-Cerebral-White-Matter,VoxelMorph,0.8086
Right-Cerebral-White-Matter,VoxelMorph,0.821038
Right-Cerebral-White-Matter,VoxelMorph,0.796614
Right-Cerebral-White-Matter,VoxelMorph,0.795884
Right-Cerebral-White-Matter,VoxelMorph,0.787852
Right-Cerebral-White-Matter,VoxelMorph,0.810279
Right-Cerebral-White-Matter,VoxelMorph,0.794692
Right-Cerebral-White-Matter,VoxelMorph,0.823175
Right-Cerebral-White-Matter,VoxelMorph,0.79179
Right-Cerebral-White-Matter,VoxelMorph,0.822811
Right-Cerebral-White-Matter,VoxelMorph,0.814361
Right-Cerebral-White-Matter,VoxelMorph,0.804474
Right-Cerebral-White-Matter,VoxelMorph,0.834
Right-Cerebral-White-Matter,VoxelMorph,0.815795
Right-Cerebral-White-Matter,VoxelMorph,0.800545
Right-Cerebral-White-Matter,VoxelMorph,0.795414
Right-Cerebral-White-Matter,VoxelMorph,0.828139
Right-Cerebral-White-Matter,VoxelMorph,0.810191
Right-Cerebral-White-Matter,VoxelMorph,0.811841
Right-Cerebral-White-Matter,VoxelMorph,0.813869
Right-Cerebral-White-Matter,VoxelMorph,0.791004
Right-Cerebral-White-Matter,VoxelMorph,0.81928
Right-Cerebral-White-Matter,VoxelMorph,0.823038
Right-Cerebral-White-Matter,VoxelMorph,0.81106
Right-Cerebral-White-Matter,VoxelMorph,0.788
Right-Cerebral-White-Matter,VoxelMorph,0.767854
Right-Cerebral-White-Matter,VoxelMorph,0.808216
Right-Cerebral-White-Matter,VoxelMorph,0.829026
Right-Cerebral-White-Matter,VoxelMorph,0.752089
Right-Cerebral-White-Matter,VoxelMorph,0.818038
Right-Cerebral-White-Matter,VoxelMorph,0.797738
Right-Cerebral-White-Matter,VoxelMorph,0.769559
Right-Cerebral-White-Matter,VoxelMorph,0.794207
Right-Cerebral-White-Matter,VoxelMorph,0.797641
Right-Cerebral-White-Matter,VoxelMorph,0.821434
Right-Cerebral-White-Matter,VoxelMorph,0.812199
Right-Cerebral-White-Matter,VoxelMorph,0.830548
Right-Cerebral-White-Matter,VoxelMorph,0.792216
Right-Cerebral-White-Matter,VoxelMorph,0.803381
Right-Cerebral-White-Matter,VoxelMorph,0.780608
Right-Cerebral-White-Matter,VoxelMorph,0.801855
Right-Cerebral-White-Matter,VoxelMorph,0.798226
Right-Cerebral-White-Matter,VoxelMorph,0.82489
Right-Cerebral-White-Matter,VoxelMorph,0.805027
Right-Cerebral-White-Matter,VoxelMorph,0.804466
Right-Cerebral-White-Matter,VoxelMorph,0.796003
Right-Cerebral-White-Matter,VoxelMorph,0.820645
Right-Cerebral-White-Matter,VoxelMorph,0.809708
Right-Cerebral-White-Matter,VoxelMorph,0.764229
Right-Cerebral-White-Matter,VoxelMorph,0.820719
Right-Cerebral-White-Matter,VoxelMorph,0.80655
Right-Cerebral-White-Matter,VoxelMorph,0.799924
Right-Cerebral-White-Matter,VoxelMorph,0.792665
Right-Cerebral-White-Matter,VoxelMorph,0.800916
Right-Cerebral-White-Matter,VoxelMorph,0.820089
Right-Cerebral-White-Matter,VoxelMorph,0.808058
Right-Cerebral-White-Matter,VoxelMorph,0.785621
Right-Cerebral-White-Matter,VoxelMorph,0.806595
Right-Cerebral-White-Matter,VoxelMorph,0.801041
Right-Cerebral-White-Matter,VoxelMorph,0.782179
Right-Cerebral-White-Matter,VoxelMorph,0.811099
Right-Cerebral-White-Matter,VoxelMorph,0.769918
Right-Cerebral-White-Matter,VoxelMorph,0.808514
Right-Cerebral-White-Matter,VoxelMorph,0.781263
Right-Cerebral-White-Matter,VoxelMorph,0.798653
Right-Cerebral-White-Matter,VoxelMorph,0.798411
Right-Cerebral-White-Matter,VoxelMorph,0.795536
Right-Cerebral-White-Matter,VoxelMorph,0.806968
Right-Cerebral-White-Matter,VoxelMorph,0.809475
Right-Cerebral-White-Matter,VoxelMorph,0.775064
Right-Cerebral-White-Matter,VoxelMorph,0.788415
Right-Cerebral-White-Matter,VoxelMorph,0.763344
Right-Cerebral-White-Matter,VoxelMorph,0.813895
Right-Cerebral-White-Matter,VoxelMorph,0.789767
Right-Cerebral-White-Matter,VoxelMorph,0.7996
Right-Cerebral-White-Matter,VoxelMorph,0.789382
Right-Cerebral-White-Matter,VoxelMorph,0.786981
Right-Cerebral-White-Matter,VoxelMorph,0.82023
Right-Cerebral-White-Matter,VoxelMorph,0.806151
Right-Cerebral-White-Matter,VoxelMorph,0.82042
Right-Cerebral-White-Matter,VoxelMorph,0.810378
Right-Cerebral-White-Matter,VoxelMorph,0.776488
Right-Cerebral-White-Matter,VoxelMorph,0.789438
Right-Cerebral-White-Matter,VoxelMorph,0.807234
Right-Cerebral-White-Matter,VoxelMorph,0.803597
Right-Cerebral-White-Matter,VoxelMorph,0.786033
Right-Cerebral-White-Matter,VoxelMorph,0.804664
Right-Cerebral-White-Matter,VoxelMorph,0.793734
Right-Cerebral-White-Matter,VoxelMorph,0.808507
Right-Cerebral-White-Matter,VoxelMorph,0.81234
Right-Cerebral-White-Matter,VoxelMorph,0.796272
Right-Cerebral-White-Matter,VoxelMorph,0.78342
Right-Cerebral-White-Matter,VoxelMorph,0.772187
Right-Cerebral-White-Matter,VoxelMorph,0.819688
Right-Cerebral-White-Matter,VoxelMorph,0.786712
Right-Cerebral-White-Matter,VoxelMorph,0.810264
Right-Cerebral-White-Matter,VoxelMorph,0.798178
Right-Cerebral-White-Matter,VoxelMorph,0.83029
Right-Cerebral-White-Matter,VoxelMorph,0.769578
Right-Cerebral-White-Matter,VoxelMorph,0.799362
Right-Cerebral-White-Matter,VoxelMorph,0.808824
Right-Cerebral-White-Matter,VoxelMorph,0.777184
Right-Cerebral-White-Matter,VoxelMorph,0.813586
Right-Cerebral-White-Matter,VoxelMorph,0.762611
Right-Cerebral-White-Matter,VoxelMorph,0.801836
Right-Cerebral-White-Matter,VoxelMorph,0.767253
Right-Cerebral-White-Matter,VoxelMorph,0.80775
Right-Cerebral-White-Matter,VoxelMorph,0.762763
Right-Cerebral-White-Matter,VoxelMorph,0.813621
Right-Cerebral-White-Matter,VoxelMorph,0.81238
Right-Cerebral-White-Matter,VoxelMorph,0.818325
Right-Cerebral-White-Matter,VoxelMorph,0.791825
Right-Cerebral-White-Matter,VoxelMorph,0.813727
Right-Cerebral-White-Matter,VoxelMorph,0.814707
Right-Cerebral-Cortex,VoxelMorph,0.669074
Right-Cerebral-Cortex,VoxelMorph,0.623888
Right-Cerebral-Cortex,VoxelMorph,0.682668
Right-Cerebral-Cortex,VoxelMorph,0.673617
Right-Cerebral-Cortex,VoxelMorph,0.582155
Right-Cerebral-Cortex,VoxelMorph,0.656003
Right-Cerebral-Cortex,VoxelMorph,0.632821
Right-Cerebral-Cortex,VoxelMorph,0.683821
Right-Cerebral-Cortex,VoxelMorph,0.674145
Right-Cerebral-Cortex,VoxelMorph,0.690966
Right-Cerebral-Cortex,VoxelMorph,0.650931
Right-Cerebral-Cortex,VoxelMorph,0.601995
Right-Cerebral-Cortex,VoxelMorph,0.659232
Right-Cerebral-Cortex,VoxelMorph,0.674542
Right-Cerebral-Cortex,VoxelMorph,0.589963
Right-Cerebral-Cortex,VoxelMorph,0.674877
Right-Cerebral-Cortex,VoxelMorph,0.638969
Right-Cerebral-Cortex,VoxelMorph,0.674278
Right-Cerebral-Cortex,VoxelMorph,0.678622
Right-Cerebral-Cortex,VoxelMorph,0.68457
Right-Cerebral-Cortex,VoxelMorph,0.590363
Right-Cerebral-Cortex,VoxelMorph,0.633531
Right-Cerebral-Cortex,VoxelMorph,0.636953
Right-Cerebral-Cortex,VoxelMorph,0.688801
Right-Cerebral-Cortex,VoxelMorph,0.662648
Right-Cerebral-Cortex,VoxelMorph,0.670343
Right-Cerebral-Cortex,VoxelMorph,0.62741
Right-Cerebral-Cortex,VoxelMorph,0.660143
Right-Cerebral-Cortex,VoxelMorph,0.616445
Right-Cerebral-Cortex,VoxelMorph,0.702397
